gene name,Betweenness unDir,Bridging unDir,Centroid unDir,Closeness unDir,Degree unDir,Eccentricity unDir,EigenVector unDir,Radiality unDir,Stress unDir
RASA1,4475.42,5.214612214,-285,2.78E-04,499,0.333333333,0.027330828,3.215491559,163536
CD2,1514.705565,4.857328923,-479,2.64E-04,284,0.333333333,0.013124701,3.118669315,48750
RBL2,2176.818614,4.44347741,-367,2.72E-04,402,0.333333333,0.024908155,3.174776564,100080
DHX8,2235.875965,5.355599784,-398,2.70E-04,360,0.333333333,0.023393454,3.15938431,87350
PKM,1394.473475,5.874067672,-470,2.65E-04,265,0.333333333,0.017306148,3.123634558,52850
LPAR2,782.1893036,7.312314857,-553,2.59E-04,172,0.333333333,0.011045078,3.082423039,25306
EPS15,5872.969203,4.520737192,-182,2.86E-04,623,0.333333333,0.03677918,3.266633565,239494
STAT3,4429.035703,3.923037024,-284,2.78E-04,572,0.333333333,0.027333686,3.215988083,161246
PRKAG1,1201.364237,5.43249135,-488,2.63E-04,253,0.333333333,0.015416405,3.11469712,45720
DDX52,788.2053418,5.616764607,-520,2.61E-04,209,0.333333333,0.015392857,3.098808342,32950
NIPBL,2802.12,4.485870343,-328,2.75E-04,441,0.333333333,0.027868159,3.194141013,123802
CSTF3,2907.706027,4.535736117,-315,2.76E-04,459,0.333333333,0.031187623,3.200595829,131988
CEP152,1964.530141,5.69202541,-407,2.69E-04,328,0.333333333,0.023485055,3.154915591,78934
CTNNAL1,1668.360815,4.958980278,-400,2.70E-04,337,0.333333333,0.025945579,3.158391261,78364
IL1R1,991.7671895,5.591108889,-548,2.59E-04,199,0.333333333,0.008877515,3.084409136,30726
RAD1,805.9667978,3.996189258,-487,2.63E-04,265,0.333333333,0.020025436,3.115193644,40792
PPM1A,1703.517856,5.285645971,-434,2.67E-04,307,0.333333333,0.019729698,3.141509434,70546
PLCB3,836.2281126,7.074880219,-558,2.59E-04,169,0.333333333,0.009570187,3.079940417,25440
EPCAM,952.1460439,6.627366397,-538,2.60E-04,190,0.333333333,0.011917726,3.089374379,32880
SLBP,3958.613246,4.121928184,-186,2.86E-04,587,0.333333333,0.044064899,3.264647468,210140
COQ7,1008.08613,5.641190659,-485,2.64E-04,239,0.333333333,0.017990404,3.116186693,44966
BAZ1B,1843.414414,4.848279608,-407,2.69E-04,353,0.333333333,0.023590332,3.154915591,80758
ZHX2,3028.150364,4.832179565,-317,2.76E-04,444,0.333333333,0.027674411,3.199602781,132942
CD40,2218.048518,5.174366519,-405,2.69E-04,355,0.333333333,0.019913655,3.15590864,84600
SUPT20H,523.5842726,5.752278305,-576,2.57E-04,157,0.333333333,0.010010743,3.071002979,21712
MAP4K4,5341.832262,4.955811205,-204,2.85E-04,577,0.333333333,0.035778165,3.25571003,219512
GFRA1,4092.339783,5.537086502,-274,2.79E-04,467,0.333333333,0.030555172,3.220953327,168640
SMARCA4,3029.299584,4.529519832,-322,2.75E-04,466,0.333333333,0.030268537,3.197120159,128908
MTMR4,973.7384422,5.797868338,-505,2.62E-04,224,0.333333333,0.014632915,3.106256207,39380
SUPT4H1,682.0854032,5.866650565,-546,2.59E-04,185,0.333333333,0.011977777,3.085898709,26152
HDAC3,1750.074482,4.744388863,-432,2.67E-04,336,0.333333333,0.020189714,3.142502483,69266
TELO2,1185.269997,6.512390132,-520,2.61E-04,216,0.333333333,0.012490926,3.098808342,39518
RASSF1,368.6553209,6.491962613,-614,2.55E-04,122,0.333333333,0.006484486,3.05163853,11320
CALR,328.4369431,5.220596321,-598,2.56E-04,136,0.333333333,0.008495342,3.060079444,13548
LNPEP,2335.605238,5.275308175,-375,2.71E-04,368,0.333333333,0.023385256,3.170804369,98998
SMARCC1,3148.084069,4.193409472,-305,2.77E-04,500,0.333333333,0.031313486,3.205561072,138952
VLDLR,1377.961077,6.234455621,-488,2.63E-04,247,0.333333333,0.01583928,3.11469712,49200
SMARCA2,5316.013175,5.085839029,-213,2.84E-04,567,0.333333333,0.035850171,3.251241311,216856
SMARCD2,861.3781709,5.660877097,-516,2.61E-04,215,0.333333333,0.013999614,3.100794439,34348
ZNF510,645.6712303,6.912315112,-577,2.57E-04,152,0.333333333,0.00909343,3.070506455,23090
TAF4,1047.552596,4.898991199,-470,2.65E-04,264,0.333333333,0.019896724,3.123634558,48192
JMJD1C,703.7319062,5.031230121,-518,2.61E-04,206,0.333333333,0.013507027,3.09980139,32516
WNK1,4343.938198,5.105372673,-250,2.81E-04,516,0.333333333,0.033206949,3.232869911,180996
ERBB3,1873.7657,4.983892605,-434,2.67E-04,331,0.333333333,0.018883315,3.141509434,66660
SETD1A,871.3821961,7.05848194,-559,2.58E-04,167,0.333333333,0.008871185,3.078947368,26408
GTF2H1,1328.168178,4.623732185,-446,2.66E-04,307,0.333333333,0.020143016,3.135551142,61150
CDC40,1547.020622,4.760588689,-426,2.68E-04,322,0.333333333,0.020798305,3.145481629,69422
MSH3,644.5824683,5.393125855,-540,2.60E-04,192,0.333333333,0.013710824,3.088877855,27744
UVRAG,4526.97,4.940082698,-261,2.80E-04,522,0.333333333,0.030207075,3.227408143,178472
PSEN1,918.9386746,5.117892915,-515,2.62E-04,227,0.333333333,0.012839053,3.101290963,35106
TGIF1,727.2405347,6.543326568,-558,2.59E-04,174,0.333333333,0.010371734,3.079940417,24598
GRB2,4616.123476,4.12312659,-296,2.77E-04,568,0.333333333,0.026044421,3.210029791,156050
APAF1,2426.453645,5.705852263,-396,2.70E-04,351,0.333333333,0.022022428,3.160377358,96162
SMPD1,1037.513178,6.027531105,-513,2.62E-04,220,0.333333333,0.01370685,3.102284012,37156
DEK,5310.915744,4.401849864,-155,2.89E-04,641,0.333333333,0.043885949,3.280039722,254020
MLXIP,286.5174715,6.19060558,-625,2.54E-04,108,0.333333333,0.00613072,3.045680238,9436
PTPN6,2491.500531,3.934612091,-406,2.69E-04,408,0.333333333,0.016764674,3.154915591,82966
YAF2,755.2676586,5.217995469,-527,2.61E-04,208,0.333333333,0.013929306,3.095332671,31696
ORC3,1480.486645,4.031264039,-410,2.69E-04,354,0.333333333,0.024512221,3.153426018,73242
NRF1,1393.9802,5.990357357,-473,2.64E-04,265,0.333333333,0.018008183,3.122144985,52628
NCAPD3,2224.452682,5.232214843,-359,2.73E-04,377,0.333333333,0.02968362,3.178748759,98158
DNAJA3,1287.544824,6.432392365,-487,2.63E-04,239,0.5,0.015554731,3.115193644,47442
STK4,3115.35002,4.606150755,-312,2.76E-04,464,0.333333333,0.028388472,3.202085402,134550
TLK1,1975.03,4.544094571,-366,2.72E-04,381,0.333333333,0.025830957,3.175273088,93398
HIF1A,2276.036074,4.550519706,-389,2.70E-04,387,0.333333333,0.021968329,3.163853029,90844
ARIH2,1476.001665,5.633423117,-461,2.65E-04,277,0.333333333,0.01749792,3.128103277,58140
PLCG2,3080.128626,4.240879495,-356,2.73E-04,458,0.333333333,0.022426948,3.180238332,113288
TOR1A,810.3296224,5.282971927,-522,2.61E-04,217,0.333333333,0.01434712,3.097815293,32976
ZNF148,653.6557424,5.289681827,-545,2.59E-04,186,0.333333333,0.0116696,3.086395233,25682
CSF2,347.7408328,5.697897295,-610,2.55E-04,126,0.333333333,0.007186138,3.054121152,11458
CIT,5380.183486,6.063754299,-239,2.82E-04,518,0.333333333,0.036407122,3.238331678,201618
RELN,2849.251218,5.972930569,-403,2.69E-04,352,0.333333333,0.020929965,3.156901688,94850
PTPRC,2878.22368,4.215113237,-333,2.75E-04,463,0.333333333,0.026024028,3.191658391,121496
PARP4,1053.49301,6.098426284,-499,2.63E-04,228,0.333333333,0.015396504,3.109235353,42700
FBL,3725.823284,3.980365951,-266,2.80E-04,554,0.333333333,0.034129184,3.224925521,163736
RNF8,632.9049149,4.534839508,-533,2.60E-04,212,0.333333333,0.014089832,3.092353525,28448
ESRRA,318.9720471,6.280861924,-618,2.55E-04,111,0.333333333,0.00589968,3.049652433,9568
RFXAP,1862.227718,4.717108491,-391,2.70E-04,365,0.333333333,0.025864786,3.16285998,84838
SLC29A1,1301.252001,5.701206856,-457,2.66E-04,273,0.333333333,0.020435396,3.130089374,56088
DGKA,1465.825993,5.046235834,-469,2.65E-04,282,0.333333333,0.01462304,3.124131082,53510
NR1H3,778.852688,6.104904913,-556,2.59E-04,181,0.333333333,0.009411475,3.080933466,24078
PJA2,2813.833247,5.12015619,-362,2.72E-04,391,0.333333333,0.022671328,3.177259186,106952
DTYMK,867.4827839,3.719498677,-453,2.66E-04,281,0.333333333,0.023701184,3.132075472,45364
FGFR1OP,1183.60791,5.528800824,-485,2.64E-04,254,0.333333333,0.017788533,3.116186693,46602
IL1A,1315.452967,6.256005877,-497,2.63E-04,242,0.333333333,0.015272662,3.110228401,45940
LIG3,1645.363149,4.739892756,-404,2.69E-04,345,0.333333333,0.025060939,3.156405164,77754
PKIA,1129.623068,5.792695577,-494,2.63E-04,239,0.333333333,0.015055201,3.111717974,43776
GRB14,1913.263741,6.191335917,-444,2.66E-04,292,0.333333333,0.018199654,3.136544191,69170
C12orf29,421.30017,4.947319122,-568,2.58E-04,163,0.333333333,0.01229092,3.074975174,20190
PAK2,2827.698785,4.538230491,-309,2.76E-04,459,0.333333333,0.03109935,3.203574975,137214
RAB28,1020.221234,4.786020529,-472,2.64E-04,262,0.333333333,0.01859801,3.122641509,49794
MPHOSPH9,1826.227909,4.22490975,-372,2.72E-04,393,0.333333333,0.02927233,3.172293942,89504
HELZ,1574.572863,5.355210506,-445,2.66E-04,292,0.333333333,0.018067224,3.136047666,62826
ING3,910.9852352,4.630477115,-484,2.64E-04,251,0.333333333,0.017296999,3.116683217,43262
SMIM8,280.4590687,6.873964801,-628,2.54E-04,102,0.333333333,0.006577615,3.045183714,9134
CDC5L,1387.633333,4.260373175,-421,2.68E-04,331,0.333333333,0.023085885,3.14796425,69886
RANBP9,1271.932563,5.421200855,-465,2.65E-04,270,0.333333333,0.018549011,3.12611718,58218
FEM1B,1407.626771,5.123990559,-454,2.66E-04,288,0.333333333,0.018920814,3.131578947,58188
MAP4K1,2023.660169,4.534458263,-414,2.69E-04,359,0.333333333,0.019072547,3.150943396,73932
KPNA5,1002.759346,5.34485981,-498,2.63E-04,235,0.333333333,0.014522687,3.109731877,40592
KPNA2,2720.439017,4.343490002,-288,2.78E-04,472,0.333333333,0.036695138,3.214001986,138248
BAZ1A,2920.983474,4.5293278,-315,2.76E-04,463,0.333333333,0.031009488,3.200595829,131994
CRK,1936.822155,4.375657069,-412,2.69E-04,366,0.333333333,0.020486968,3.152432969,78792
APP,11960.04271,6.256709224,-111,2.92E-04,699,0.333333333,0.040390115,3.301886792,514678
KPNA3,2043.254311,4.765641226,-385,2.71E-04,370,0.333333333,0.024158605,3.165839126,90418
ATF6,930.0407019,5.292248035,-502,2.62E-04,231,0.5,0.014821148,3.10774578,39224
EIF4E,3364.131454,4.612967234,-294,2.78E-04,487,0.5,0.031754278,3.21102284,146396
SLC43A1,554.5672801,7.333508467,-583,2.57E-04,145,0.333333333,0.00998159,3.067527309,17302
LIF,828.8014605,7.576391766,-577,2.57E-04,156,0.333333333,0.007577311,3.070506455,20820
CENPI,506.6076431,2.825298721,-511,2.62E-04,258,0.333333333,0.018869773,3.103277061,24890
YWHAB,2746.430718,4.835590489,-361,2.72E-04,415,0.333333333,0.024194116,3.17775571,108212
GART,2588.142213,3.755001425,-293,2.78E-04,496,0.333333333,0.034987913,3.211519364,133762
ACYP1,1917.704802,4.91594653,-398,2.70E-04,356,0.333333333,0.025851233,3.15938431,82106
SOX4,2165.845437,5.303665478,-386,2.71E-04,356,0.333333333,0.024633977,3.165342602,93128
TPR,1017.263511,3.833652718,-446,2.66E-04,308,0.333333333,0.022115466,3.135551142,55830
HMGN1,1314.257559,3.899069834,-398,2.70E-04,353,0.333333333,0.027731356,3.15938431,74666
NR2C1,1125.979017,4.922472213,-482,2.64E-04,267,0.333333333,0.016593671,3.117676266,46698
PDCD4,2934.395579,5.427016935,-348,2.73E-04,403,0.333333333,0.02476844,3.184210526,120450
RBM38,1522.005866,5.707057167,-458,2.65E-04,275,0.333333333,0.016957576,3.12959285,56754
NGFR,2831.995085,5.780169859,-393,2.70E-04,360,0.333333333,0.020510199,3.161866931,95252
IL2RG,2035.948785,4.110293617,-430,2.67E-04,369,0.333333333,0.016560799,3.142999007,70468
CKAP5,1768.233492,3.871571676,-358,2.73E-04,404,0.333333333,0.030105439,3.179245283,92926
TARBP1,1547.611978,5.753917229,-454,2.66E-04,279,0.333333333,0.018361446,3.131578947,58936
RUNX1,4847.360513,4.824532435,-235,2.82E-04,564,0.333333333,0.034389748,3.240317776,196242
TTLL12,491.2117345,5.300014552,-571,2.58E-04,160,0.333333333,0.010770534,3.072492552,18744
SIAH1,2739.656096,4.967251704,-338,2.74E-04,420,0.333333333,0.028266436,3.18917577,119488
DCP2,1212.19454,5.510200994,-467,2.65E-04,264,0.333333333,0.018866661,3.125124131,54640
CDK13,1478.862332,4.31055785,-399,2.70E-04,346,0.333333333,0.024416602,3.158887786,74252
ICOS,2899.684673,5.828619624,-361,2.72E-04,377,0.333333333,0.022996968,3.17775571,110552
KIAA1033,1468.082636,4.729220641,-421,2.68E-04,315,0.333333333,0.020901036,3.14796425,69502
SH2B2,902.0255069,5.715203582,-539,2.60E-04,206,0.333333333,0.010801291,3.088877855,32104
XPO1,5954.530118,3.44326412,-99,2.93E-04,785,0.333333333,0.049098759,3.307845084,297928
CYLD,339.3648925,4.776963282,-594,2.56E-04,145,0.333333333,0.008051187,3.062065541,13572
CLP1,1637.017169,5.550486801,-445,2.66E-04,293,0.333333333,0.019010298,3.136047666,62768
S1PR1,528.4309563,5.5092044,-576,2.57E-04,160,0.333333333,0.008579175,3.071002979,18010
MS4A2,242.2570869,4.666191923,-614,2.55E-04,124,0.333333333,0.007052566,3.052135055,9786
PTGS1,1477.975104,5.994627578,-471,2.65E-04,263,0.333333333,0.016806968,3.123138034,54842
BLK,1982.14,4.240524951,-408,2.69E-04,378,0.333333333,0.020828625,3.154419067,79522
EIF2AK1,558.6652075,3.963025997,-510,2.62E-04,221,0.333333333,0.016655987,3.103773585,30622
H3F3B,1261.256224,5.88074531,-490,2.63E-04,247,0.333333333,0.015898162,3.113704071,46922
ANAPC10,1820.656012,4.734062265,-401,2.70E-04,346,0.333333333,0.02413223,3.157894737,81076
NASP,1464.998468,4.214704675,-380,2.71E-04,351,0.333333333,0.030320549,3.168321748,76304
CCNT1,1423.978869,4.579278826,-433,2.67E-04,322,0.333333333,0.02167751,3.142005958,66582
PUM2,3526.908202,4.559756633,-276,2.79E-04,492,0.333333333,0.031162812,3.219960278,159360
E2F5,1812.413188,5.18752218,-424,2.68E-04,331,0.333333333,0.021495809,3.146474677,72194
RAB2A,1306.508912,5.147574296,-455,2.66E-04,280,0.333333333,0.018707029,3.131082423,57610
PSEN2,1177.988961,6.349569756,-509,2.62E-04,223,0.333333333,0.013218797,3.104270109,39602
GPD2,1007.074799,5.709001808,-508,2.62E-04,225,0.333333333,0.014049901,3.104766634,38802
TWIST1,570.3080654,5.59758056,-567,2.58E-04,171,0.333333333,0.010299525,3.075471698,20226
PRPF18,1331.407876,4.822722584,-440,2.67E-04,296,0.333333333,0.020254487,3.138530288,63194
WDR77,2995.613568,4.88730151,-326,2.75E-04,439,0.333333333,0.029301323,3.195134062,130850
SENP6,1978.418172,5.231282203,-405,2.69E-04,336,0.333333333,0.021465099,3.15590864,82808
SLC25A4,783.4527116,5.784988503,-532,2.60E-04,199,0.333333333,0.012730587,3.09285005,29950
CUL4A,1343.456113,5.079116675,-454,2.66E-04,289,0.333333333,0.019237649,3.131578947,58384
AGTPBP1,183.1368214,6.169511385,-645,2.53E-04,91,0.333333333,0.006220912,3.0367428,6770
LCK,1844.261594,3.348786974,-401,2.70E-04,415,0.333333333,0.020708336,3.157894737,79882
IL1B,1030.739967,5.694679483,-555,2.59E-04,192,0.333333333,0.009392113,3.08142999,49016
IL4R,1091.117337,4.221810805,-489,2.63E-04,276,0.333333333,0.013655936,3.113704071,42626
CD80,754.5810053,6.243914086,-550,2.59E-04,180,0.5,0.010627208,3.083912612,25866
LY9,944.3116466,6.700040003,-541,2.60E-04,188,0.333333333,0.010006508,3.087884806,28732
ACD,1471.831452,6.427436093,-496,2.63E-04,243,0.333333333,0.0152004,3.110724926,56038
CELF1,1545.116465,5.226108261,-434,2.67E-04,302,0.333333333,0.020487178,3.141509434,66872
STAU2,1885.374326,4.869662911,-388,2.70E-04,357,0.333333333,0.026394729,3.164349553,87556
LEP,780.0579563,6.471917641,-572,2.58E-04,165,0.333333333,0.00815944,3.072989076,20082
IL5RA,516.5478452,5.605685171,-573,2.58E-04,160,0.333333333,0.009369604,3.072492552,18876
BCL2L11,817.698722,5.317074059,-519,2.61E-04,222,0.333333333,0.014604078,3.099304866,34168
SHC1,2134.301654,4.271226039,-446,2.66E-04,365,0.333333333,0.015382778,3.135551142,65548
NCL,1986.926673,3.857622202,-362,2.72E-04,420,0.333333333,0.028214848,3.177259186,97068
NHP2L1,463.0598203,4.726905305,-561,2.58E-04,176,0.333333333,0.01219623,3.078450844,19960
RBBP4,4589.54032,3.456323464,-181,2.87E-04,690,0.333333333,0.043179052,3.267130089,224426
APEX1,3191.861864,4.208302519,-300,2.77E-04,495,0.333333333,0.03230085,3.208043694,138510
CTNNB1,7674.820349,4.179385683,-115,2.92E-04,748,0.333333333,0.041600028,3.299900695,307798
GLE1,2429.06113,5.104590009,-364,2.72E-04,392,0.333333333,0.026394167,3.176266137,102754
STAG2,2401.731002,5.333518022,-381,2.71E-04,368,0.333333333,0.02380247,3.167825223,108466
PPP2R2B,2019.326193,5.916581,-437,2.67E-04,310,0.333333333,0.018718954,3.140019861,69000
UBR2,2147.04359,5.003487104,-370,2.72E-04,370,0.333333333,0.024927692,3.173286991,99858
POLR3F,1188.85796,5.463446843,-477,2.64E-04,253,0.333333333,0.017199632,3.120158888,51062
ECD,406.060838,4.639777732,-560,2.58E-04,168,0.333333333,0.01280799,3.078947368,19900
SP100,1343.005707,5.672266683,-477,2.64E-04,262,0.333333333,0.015436075,3.120158888,50512
USP13,2695.198509,4.971189149,-354,2.73E-04,409,0.333333333,0.026673504,3.18123138,111592
CD96,575.5111238,5.337597661,-572,2.58E-04,169,0.333333333,0.008517555,3.072989076,19096
AKAP5,625.4625871,7.689225123,-591,2.56E-04,138,0.333333333,0.008083536,3.063555114,20260
SHB,242.3549649,5.658482581,-636,2.53E-04,103,0.333333333,0.004796552,3.041211519,7096
ENTPD4,1094.67878,5.755333525,-496,2.63E-04,234,0.333333333,0.014529002,3.110724926,42136
RANBP2,2767.101146,4.843766766,-335,2.74E-04,429,0.333333333,0.028016822,3.190665343,121410
GH1,381.1027621,7.226088826,-632,2.54E-04,102,0.333333333,0.005080427,3.042701092,11868
SRC,3639.358388,4.654728178,-365,2.72E-04,452,0.333333333,0.023103757,3.175769613,174752
AKAP10,2556.389002,4.985106077,-343,2.74E-04,408,0.333333333,0.027737032,3.186693148,115092
IRS2,3993.025972,5.643871305,-313,2.76E-04,448,0.333333333,0.025840585,3.201588878,145070
CBLB,1676.034484,4.907392823,-442,2.67E-04,318,0.333333333,0.017718757,3.137537239,64776
AHR,3714.270395,4.967580982,-309,2.76E-04,467,0.333333333,0.026595621,3.203574975,142302
PPM1B,1308.973946,4.838457413,-442,2.67E-04,291,0.333333333,0.019992922,3.137537239,63620
GRK6,1880.780851,5.376343193,-429,2.68E-04,322,0.333333333,0.020550924,3.143992056,74892
PDE3B,464.745818,5.953829001,-574,2.58E-04,154,0.333333333,0.010821106,3.071996028,18218
NPAT,1255.733992,5.41857843,-460,2.65E-04,276,0.333333333,0.018749503,3.128599801,54670
KHDRBS1,1660.235696,3.895665656,-367,2.72E-04,399,0.333333333,0.029371771,3.174776564,93472
AC004381.6,1184.333616,6.424727209,-514,2.62E-04,220,0.333333333,0.016944862,3.101787488,59672
MNAT1,1829.707029,5.06209833,-399,2.70E-04,347,0.333333333,0.025297921,3.158887786,83212
GPATCH8,1464.406263,5.606376816,-450,2.66E-04,276,0.333333333,0.01772417,3.133565045,59622
TRRAP,3564.93575,4.670306453,-288,2.78E-04,495,0.333333333,0.031507851,3.214001986,152748
ITGAV,1367.232483,4.749893795,-465,2.65E-04,288,0.333333333,0.015944789,3.12611718,55066
AKT2,1966.151991,4.408240727,-381,2.71E-04,385,0.333333333,0.02415256,3.167825223,90010
NRAS,3518.284258,4.764167659,-286,2.78E-04,488,0.333333333,0.030511217,3.214995035,155230
TOP1,6624.828573,4.825161157,-129,2.91E-04,673,0.5,0.043365554,3.292949355,287690
ZNF253,562.5576969,6.064226407,-584,2.57E-04,149,0.333333333,0.009511202,3.067030785,20396
SPOP,1119.875908,5.799337283,-503,2.62E-04,232,0.333333333,0.013949731,3.107249255,41054
FLT3,973.952002,5.049021949,-498,2.63E-04,244,0.333333333,0.015042613,3.109731877,39882
ZNF264,1280.25872,6.824180953,-515,2.62E-04,213,0.333333333,0.012624515,3.101290963,43056
CCT4,2570.258001,4.623969278,-346,2.74E-04,422,0.333333333,0.027825595,3.185203575,113446
EYA1,1506.170631,5.557503462,-448,2.66E-04,284,0.333333333,0.018934561,3.134558093,61422
THOC1,2336.346407,4.815076801,-344,2.74E-04,406,0.333333333,0.029664956,3.186196624,110086
PSMD11,1358.223755,4.381309047,-437,2.67E-04,320,0.333333333,0.022474846,3.140019861,64794
DHX15,6304.815655,4.028867676,-106,2.93E-04,717,0.333333333,0.046670216,3.304369414,304456
HIVEP1,2938.361399,5.18265777,-343,2.74E-04,414,0.333333333,0.025437485,3.186693148,118450
CTPS1,2315.27407,4.177985511,-313,2.76E-04,440,0.333333333,0.03345483,3.201588878,120882
SHOC2,3205.573126,5.366419801,-329,2.75E-04,411,0.333333333,0.0252131,3.193644489,126158
TPGS2,1213.846767,5.627918262,-459,2.65E-04,268,0.333333333,0.021257989,3.129096326,53422
EIF3A,1072.632106,4.239960679,-450,2.66E-04,292,0.333333333,0.020430761,3.133565045,55942
TFRC,1983.735726,5.304591165,-396,2.70E-04,350,0.333333333,0.024636093,3.160377358,85660
PTPN7,1849.274912,5.314690582,-435,2.67E-04,322,0.333333333,0.018932416,3.14101291,69582
TAOK3,1866.616426,4.872466698,-390,2.70E-04,358,0.333333333,0.024121179,3.163356504,86110
CD72,480.3957895,4.055550266,-578,2.57E-04,180,0.333333333,0.008127779,3.07000993,16848
ITGB1BP1,647.3092317,5.474849782,-536,2.60E-04,194,0.333333333,0.014096483,3.090863952,27670
ITGA2B,544.729804,6.60116175,-579,2.57E-04,151,0.333333333,0.009741929,3.069513406,24014
